link,name,price,sku,short_description,specification,list_of_image_links
https://aquapolis.ru/podgolovnik-bestway-60307-dlja-bassejnov-i-spa.html,Подголовник Bestway 60307 для бассейнов и SPA,3212,25340,"Подголовник Bestway 60307 для бассейнов и SPA сделает ваш отдых в бассейне еще комфортнее! Удобная подушка обеспечивает поддержку головы и шеи, когда вы отдыхаете после трудного дня. 
Выполнена из органического пеноматериала, который на 100% водонепроницаем и устойчив к воздействию химических веществ.
Совместим со всеми моделями Lay-Z-Spa (кроме моделей Monaco и Helsinki)
Информация о гарантийном обслуживании","{'Длина, см': ['26.5'], 'Ширина, см': ['20.5'], 'Комплектация': ['Комплект: 2 подстаканника, 1 лоток для снеков'], 'Производитель': ['Bestway'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты']}","['https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/p/o/podgolovnik-bestway-60307-dlja-bassejnov-i-spa-4.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/p/o/podgolovnik-bestway-60307-dlja-bassejnov-i-spa2_2.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/p/o/podgolovnik-bestway-60307-dlja-bassejnov-i-spa.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/p/o/podgolovnik-bestway-60307-dlja-bassejnov-i-spa-2.jpg']"
https://aquapolis.ru/zhilet-dlja-plavanija-bestway-32034-zheltyj-51x46-sm.html,Жилет для плавания Bestway 32034 желтый (51x46 см),280,25344,"Детский жилет для плавания Bestway создан специально для ваших любимых малышей! Спроектированный с учетом особенностей строения детского организма, его легко подстроить под нужный размер с помощью пряжек. Все пряжки быстрорасстегиваемые - при необходимости, жилет легко расстегнуть и снять. Конструкция состоит из 3 воздушных камер, что повышает ее надежность.
Для детей от 3 до 6 летРазмер: 51x46 смМатериал: ПВХ","{'Дополнительно': ['2 быстрорасстегиваемые регулируемые пряжки', 'Надувной воротник', '3 воздушных отсека'], 'Длина, см': ['51'], 'Ширина, см': ['46'], 'Производитель': ['Bestway'], 'Страна производства': ['Китай'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты']}","['https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway-zheltyj-51-x-46-sm6.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway-zheltyj-51-x-46-sm9.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway-zheltyj-51-x-46-sm7.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway-zheltyj-51-x-46-sm3.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway-zheltyj-51-x-46-sm.jpg']"
https://aquapolis.ru/zhilet-dlja-plavanija-bestway-32156-krasnyj-51x46-sm.html,Жилет для плавания Bestway 32156 красный (51x46 см),701,25345,"Детский жилет для плавания Bestway создан специально для ваших любимых малышей! С надувным наружным слоем, проверенным на плавучесть и трикотажной тканевой подкладкой, созданной для комфорта, дети могут носить этот жилет весь день без появления раздражения. Можно также надуть воротник для поддержки шеи и дополнительного комфорта. Кроме того, регулируемые застежки и ремешок позволяют подогнать жилет под нужный размер для вашего малыша.
Для детей от 3 до 6 летРазмер: 51x46 смВес: от 18 до 30 кгЦвет: красный
Информация о гарантийном обслуживании","{'Дополнительно': ['Комфортная трикотажная подкладка', 'Надувной воротник', 'Привлекательный графический дизайн', 'Регулируемые пряжки и ремешки', 'Материал: усиленный ПВХ (калибр толщины 10.5)'], 'Длина, см': ['51'], 'Ширина, см': ['46'], 'Производитель': ['Bestway'], 'Страна производства': ['Китай'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты']}","['https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway1_2_2.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway_2.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway-32156-krasnyj-51-x-46-sm6_3.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway-32156-krasnyj-51-x-46-sm2_1.jpg']"
https://aquapolis.ru/zhilet-dlja-plavanija-bestway-32156-sirenevyj-51x46-sm.html,Жилет для плавания Bestway 32156 сиреневый (51x46 см),701,25346,"Детский жилет для плавания Bestway создан специально для ваших любимых малышей! С надувным наружным слоем, проверенным на плавучесть и трикотажной тканевой подкладкой, созданной для комфорта, дети могут носить этот жилет весь день без появления раздражения. Можно также надуть воротник для поддержки шеи и дополнительного комфорта. Кроме того, регулируемые застежки и ремешок позволяют подогнать жилет под нужный размер для вашего малыша.
Для детей от 3 до 6 летРазмер: 51x46 смВес: от 18 до 30 кгЦвет: сиреневый","{'Дополнительно': ['Комфортная трикотажная подкладка', 'Надувной воротник', 'Привлекательный графический дизайн', 'Регулируемые пряжки и ремешки', 'Материал: усиленный ПВХ (калибр толщины 10.5)'], 'Длина, см': ['51'], 'Ширина, см': ['46'], 'Производитель': ['Bestway'], 'Страна производства': ['Китай'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты']}","['https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway3.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway4.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway5.jpg', 'https://aquapolis.ru/media/catalog/product/cache/052b6298c93846b4f718573217bf6623/z/h/zhilet-dlja-plavanija-bestway-32156-sirenevyj-51-x-46-sm.jpg']"
https://aquapolis.ru/zhilet-dlja-plavanija-bestway-32176-rusalka-m-l.html,Жилет для плавания Bestway 32176 Русалка (M/L),1332,25363,"Детский жилет для плавания Bestway создан специально для ваших любимых малышей! Спроектированный с учетом особенностей строения детского организма, его легко подстроить под нужный размер с помощью пряжек.
С используемой технологией ""Swim Safe ABC"", жилет не только поддерживает деток на поверхности воды, он также защищает в определенной мере от ультрафиолета. Износостойкая застежка-молния с автоматической блокировкой снабжена клапаном, предотвращающим расстегивание молнии.
Для детей от 3 до 6 летРазмер: M/L (объем груди 56 см)Вес: от 18 до 30 кгЦвет: розовый (принт: русалка)
Информация о гарантийном обслуживании","{'Дополнительно': ['Комфортный трикотаж', 'Встроенные подушечки из пеноматериала', 'Привлекательный графический дизайн', 'Регулируемые пряжка и ремешок', 'Износостойкая застежка-молния с автоматической блокировкой и клапаном для защиты закрытой застежки-молнии', 'Материал: полиэстер/вспененный полиэтилен'], 'Производитель': ['Bestway'], 'Страна производства': ['Китай'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты']}","['https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway4_1_1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway9_1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/z/h/zhilet-dlja-plavanija-bestway3_1_1.jpg']"
https://aquapolis.ru/narukavniki-dlja-plavanija-bestway-91038-minnie-25x15-sm.html,Нарукавники для плавания Bestway 91038 Minnie (25x15 см),189,25361,"Нарукавники для плавания Bestway, идеально подходят для детей от 3 до 6 лет. Девочки будут в восторге от своих новых нарукавников Minnie Mouse от Bestway. Плескаться под солнцем еще никогда не было так весело!
Размер: 25х15 см","{'Дополнительно': ['Возраст: от 3 до 6 лет', '2 воздушные камеры'], 'Длина, см': ['25'], 'Ширина, см': ['15'], 'Производитель': ['Bestway'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты']}","['https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/n/a/narukavniki-dlja-plavanija-bestway-91038-minnie-25-x-15sm-1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/n/a/narukavniki-dlja-plavanija-bestway-91038-minnie-25-x-15sm2.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/n/a/narukavniki-dlja-plavanija-bestway-91038-minnie-25-x-15sm1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/n/a/narukavniki-dlja-plavanija-bestway-91038-minnie-25-x-15sm_2.jpg']"
https://aquapolis.ru/igrovoj-centr-bestway-52383-135x79x53-sm-hop-zone.html,Игровой центр Bestway 52383 (135x79x53 см) Hop Zone,1620,25358,"Надувной игровой центр (разбрыгиватель) Bestway 52383 Hop Zone  - отличное развлечение для деток во время жаркого лета! Набор предназначен для того, чтобы дети могли двигаться и играть на свежем воздухе. Забавный дизайн - детям несомненно понравится игровой центр в таком увлекательном стиле! Просто подключите садовый шланг к игровому центру и к развлечениям добавятся разбрызгиваемые струи воды. Плескаться под солнцем еще никогда не было так весело!
Класс: детский игровой центрРазмеры: длина 135 см, ширина 79 см, высота 53 смУстановка: только наземнаяВозраст: для детей старше 3-х летМатериал: винил
Информация о гарантийном обслуживании","{'Длина, см': ['135'], 'Ширина, см': ['79'], 'Комплектация': ['Надувной игровой центр разбрыгиватель Bestway 52383 Hop Zone', 'Ремонтная заплатка'], 'Производитель': ['Bestway'], 'Страна производства': ['Китай'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты']}","['https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/r/a/razbrygivatel-naduvnoj-bestway-52238-hop-zone-135-x-79-x-53-sm_4.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/r/a/razbrygivatel-naduvnoj-bestway-52238-hop-zone-135-x-79-x-53-sm_3.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/r/a/razbrygivatel-naduvnoj-bestway-52238-hop-zone-135-x-79-x-53-sm.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/r/a/razbrygivatel-naduvnoj-bestway-52238-hop-zone-135-x-79-x-53-sm_2.jpg']"
https://aquapolis.ru/plavatelnyj-krug-bestway-34126-lodka-69x57-sm-sinij.html,"Плавательный круг Bestway 34126 Лодка (69x57 см), синий",554,25349,"Плавательный круг Bestway Лодка - идеальный вариант для обучения плаванию детей возрастом от 6 до 18 месяцев.
Круг имеет надежные клапаны из силикона. Поверхность полностью гладкая, без наружных швов.
Дно круга оборудовано отверстиями для ног. Надувная спинка служит опорой для ребенка во время игр на воде.
Красочный дизайн аксессуара делает занятия плаванием увлекательным развлечением.
Материал: ПВХГладкие отверстия для ножек предотвращают натираниеЦвет: синийРазмер: 69х57 см
Информация о гарантийном обслуживании","{'Длина, см': ['69'], 'Ширина, см': ['57'], 'Комплектация': ['Плавательный круг'], 'Производитель': ['Bestway'], 'Страна производства': ['Китай'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты']}","['https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/p/l/plavatelnyj-krug-bestway-34126-lodka-76h65-sm-sinjaja4.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/p/l/plavatelnyj-krug-bestway-34126-lodka-76h65-sm-sinjaja2.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/p/l/plavatelnyj-krug-bestway-34126-lodka-76h65-sm-sinjaja.jpg', 'https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/p/l/plavatelnyj-krug-bestway-34126-lodka-76h65-sm-sinjaja3.jpg']"
https://aquapolis.ru/vodnyj-bajk-hexa-bike-optima-100-light-blue.html,Водный байк Hexa Bike Optima 100 Light Blue,215410,21806,"Водный байк Hexa Bike Optima 100 - это идеальный вариант для занятий фитнесом и реабилитации после травм. Байк настраивается под глубину вашего бассейна. Рама изготовлена из полипропилена, а подвижные части выполнены из нержавеющей стали. 
Легко транспортируется благодаря 2 передним роликам. Тормоз не предусмотрен. 
Выпускается в 8 расцветках.
Габариты: 115x92x66 смГлубина использования: 120-140 смМатериал рамы: полипропиленМатериал подвижных элементов: нержавеющая сталь","{'Дополнительно': ['Удобное сидение', 'Регулировка сидения и руля под рост пользователя', 'Удобные и комфортные педали, подходят для занятий в аква-носках или босиком', '8 присосок для надежной фиксации к дну бассейна', 'Глубина использования: 120-140 см', 'Материал рамы: полипропилен', 'Материал подвижных элементов: нержавеющая сталь'], 'Длина, см': ['115'], 'Ширина, см': ['66'], 'Высота, см': ['92'], 'Комплектация': ['Водный байк', 'Инструкция', 'Гарантийный талон'], 'Производитель': ['Hexagone'], 'Страна производства': ['Франция'], 'Гарантия': ['12 месяцев']}",['https://aquapolis.ru/media/catalog/product/cache/b2fdec833fe6d0c3d3e8eaa773345e6d/l/i/light-blue_bike.jpg']
https://aquapolis.ru/vodnyj-bajk-hexa-bike-optima-100-yellow.html,Водный байк Hexa Bike Optima 100 Yellow,215410,21808,"Водный байк Hexa Bike Optima 100 - это идеальный вариант для занятий фитнесом и реабилитации после травм. Байк настраивается под глубину вашего бассейна. Рама изготовлена из полипропилена, а подвижные части выполнены из нержавеющей стали. 
Легко транспортируется благодаря 2 передним роликам. Тормоз не предусмотрен. 
Выпускается в 8 расцветках.
Габариты: 115x92x66 смГлубина использования: 120-140 смМатериал рамы: полипропиленМатериал подвижных элементов: нержавеющая сталь","{'Дополнительно': ['Удобное сидение', 'Регулировка сидения и руля под рост пользователя', 'Удобные и комфортные педали, подходят для занятий в аква-носках или босиком', '8 присосок для надежной фиксации к дну бассейна', 'Глубина использования: 120-140 см', 'Материал рамы: полипропилен', 'Материал подвижных элементов: нержавеющая сталь'], 'Длина, см': ['115'], 'Ширина, см': ['66'], 'Высота, см': ['92'], 'Комплектация': ['Водный байк', 'Инструкция', 'Гарантийный талон'], 'Производитель': ['Hexagone'], 'Страна производства': ['Франция'], 'Гарантия': ['12 месяцев']}",['https://aquapolis.ru/media/catalog/product/cache/0ac6679f30c8ddbfc4a71a3f9e3aa159/3/0/30_2020_1_1.jpg']
link,name,price,sku,short_description,specification,list_of_image_links
https://aquapolis.ru/kanatoderzhatel-dlja-perelivnogo-bassejna-aquaviva.html,Канатодержатель для переливного бассейна Aquaviva,1802,23075,"Канатодержатель для переливного бассейна Aquaviva предназначен для общественных, спортивных бассейнов. Вставляется в анкер, в проушину крепятся разделительные дорожки. 
Диаметр: 38 мм;Высота: 153 мм;Материал: сталь AISI 304.","{'Дополнительно': ['Материал: сталь AISI 304'], 'Длина, см': ['15.3'], 'Ширина, см': ['3.8'], 'Производитель': ['Aquaviva'], 'Гарантия': ['12 месяцев'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты']}","['https://aquapolis.ru/media/catalog/product/cache/4c1784395f9fda31f063dfc1c8d7cbeb/f/i/file_23_20.jpg', 'https://aquapolis.ru/media/catalog/product/cache/4c1784395f9fda31f063dfc1c8d7cbeb/_/1/_1_2_4.jpg']"
link,name,price,sku,short_description,specification,list_of_image_links
https://aquapolis.ru/vanna-dlja-nog-kokido-step-n-wash-above-ground-pool-foot-bath-k672bu.html,Ванна для ног Kokido K672BU STEP 'N WASH,659,16695,"Ванночка для ног Kokido K672BU. Предназначена для наземных сборных и каркасных бассейнов. Пристегивается к любым стандартным лестницам. Может использоваться отдельно. Позволяет смыть пыль и песок перед входом в бассейн, что снизит загрязненность воды и нагрузку на фильтрующую систему водоема.
Материал: пластикЦвет: синий","{'Вес, кг': ['0.3'], 'Производитель': ['Kokido'], 'Страна производства': ['Китай'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/fafd57d2ef98793faa1903ebc967e52c/k/o/kokido_step_n_wash_1.jpeg', 'https://aquapolis.ru/media/catalog/product/cache/4c1784395f9fda31f063dfc1c8d7cbeb/k/o/kokido_step_n_wash_2.jpg', 'https://aquapolis.ru/media/catalog/product/cache/50d705770d090cfce5ad37e80ee43b9a/k/o/kokido_step_n_wash_3.jpg']"
link,name,price,sku,short_description,specification,list_of_image_links
https://aquapolis.ru/razbrygivatel-naduvnoj-bestway-flamingo-52382-340x110x193sm.html,Разбрызгиватель надувной Bestway Flamingo 52382 (340x110x193 см),3499,25357,"Надувной разбрызгиватель Bestway Flamingo станет настоящим спасением в жаркие дни лета и гармонично украсит ваш двор. 
Разбрызгиватель  выполнен из прочного ПВХ с водяными камерами для большей устойчивости. Оснащен предохранительными клапанами.      
Размер:340x110x193 смРекомендуемый возраст: от 2 летСпринклеры для прохода и влажного распыленияПростое подключение к садовому шлангу Встроенные сливные клапаны","{'Дополнительно': ['Рекомендуемый возраст: от 2 лет', 'Изготовлен из прочного ПВХ', 'Спринклеры для прохода и влажного распыления', 'Водяные камеры для большей устойчивости', 'Простое подключение к садовому шлангу', 'Предохранительные клапаны', 'Встроенные сливные клапаны'], 'Комплектация': ['Разбрызгиватель Bestway Flamingo', 'Самоклеющиеся ремонтные пластыри', 'Цветная коробка'], 'Производитель': ['Bestway'], 'Страна производства': ['Китай'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты']}","['https://aquapolis.ru/media/catalog/product/cache/052b6298c93846b4f718573217bf6623/r/a/razbrygivatel-naduvnoj-bestway-flamingo-52382-340x110x193sm1.jpg', 'https://aquapolis.ru/media/catalog/product/cache/052b6298c93846b4f718573217bf6623/r/a/razbrygivatel-naduvnoj-bestway-flamingo-52382-340x110x193sm2.jpg']"
link,name,price,sku,short_description,specification,list_of_image_links
https://aquapolis.ru/vodnaja-begovaja-dorozhka-hexarun-orange.html,Водная беговая дорожка Hexa Run Orange,271817,27365,"Водная беговая дорожка Hexa Run - это идеальный вариант для занятий акватрэкингом или аква-бегом. Занятия на дорожке подтягивают мышцы бедер и ягодиц, укрепляют спину и повышают выносливость. 
Изготовлена из полипропилена и нержавеющей стали, устойчивой к коррозии и УФ-излучению. Для удобства транспортировки предусмотрены ролики и складная ручка. Надежно фиксируется на дне бассейна при помощи силиконовых присосок. 
Габариты: 135х82х153 смГлубина использования: 120-140 смМатериалы: полипропилен и нержавеющая сталь","{'Дополнительно': ['8 присосок для надежной фиксации к дну бассейна', 'Глубина использования: 120-140 см', 'Материалы: полипропилен и нержавеющая сталь', 'Складная конструкция', '4 транспортировочных ролика'], 'Длина, см': ['135'], 'Ширина, см': ['82'], 'Высота, см': ['153'], 'Комплектация': ['Водная беговая дорожка', 'Инструкция', 'Гарантийный талон'], 'Производитель': ['Hexagone'], 'Страна производства': ['Франция'], 'Гарантия': ['12 месяцев'], 'Условия доставки': ['Доставка осуществляется после 100% предоплаты']}",['https://aquapolis.ru/media/catalog/product/cache/052b6298c93846b4f718573217bf6623/h/e/hexa-run_orange.jpg']
https://aquapolis.ru/vodnyj-bajk-hexa-bike-optima-100-royal-blue.html,Водный байк Hexa Bike Optima 100 Royal Blue,215410,27364,"Водный байк Hexa Bike Optima 100 - это идеальный вариант для занятий фитнесом и реабилитации после травм. Байк настраивается под глубину вашего бассейна. Рама изготовлена из полипропилена, а подвижные части выполнены из нержавеющей стали. 
Легко транспортируется благодаря 2 передним роликам. Тормоз не предусмотрен. 
Выпускается в 8 расцветках.
Габариты: 115x92x66 смГлубина использования: 120-140 смМатериал рамы: полипропиленМатериал подвижных элементов: нержавеющая сталь","{'Дополнительно': ['Удобное сидение', 'Регулировка сидения и руля под рост пользователя', 'Удобные и комфортные педали, подходят для занятий в аква-носках или босиком', '8 присосок для надежной фиксации к дну бассейна', 'Глубина использования: 120-140 см', 'Материал рамы: полипропилен', 'Материал подвижных элементов: нержавеющая сталь'], 'Длина, см': ['115'], 'Ширина, см': ['66'], 'Высота, см': ['92'], 'Комплектация': ['Водный байк', 'Инструкция', 'Гарантийный талон'], 'Производитель': ['Hexagone'], 'Страна производства': ['Франция'], 'Гарантия': ['12 месяцев']}",['https://aquapolis.ru/media/catalog/product/cache/b2fdec833fe6d0c3d3e8eaa773345e6d/r/o/royal-blue_bike.jpg']
https://aquapolis.ru/vodnyj-bajk-hexa-bike-resort-100.html,Водный байк Hexa Bike Resort 100,285842,21252,"Водный байк Hexa Bike Resort 100 - это отличный вариант для курортных отелей. Подходит для занятий аквафитнесом как профессиональными спортсменами, так и для реабилитации после различных травм. Эргономичный дизайн рамы с возможностью адаптации под разный рост пользователей.
Изготовлен из высококачественной нержавеющей стали 316L с антикоррозийной защитой в соответствии с международными стандартами. Педали из смолы и ЭВА для использования босиком. Подходит для использования в морской воде.  
Легко транспортируется благодаря 2 передним роликам. Надежность фиксации обеспечивают специальные силиконовые присоски. 
Габариты: 127х60.4х115 смМаксимальная нагрузка: 160 кгГлубина использования: 110-150 смМатериал рамы: нержавеющая сталь 316LМатериал педалей: ЭВА","{'Дополнительно': ['Адаптация под рост пользователя', 'Эргономичное сидение', 'Удобные и комфортные педали для занятий босиком', 'Габариты: 127х60.4х115 см', 'Глубина использования: 110-150 см', 'Максимальная нагрузка: 160 кг', 'Материал рамы: нержавеющая сталь 316L', 'Материал педалей: ЭВА', 'Передние транспортировочные колеса: 2 шт', 'Силиконовые присоски для надежной фиксации к дну бассейна', 'Подходит для использования в морской воде'], 'Длина, см': ['127'], 'Ширина, см': ['60.4'], 'Комплектация': ['Водный велосипед', 'Инструкция', 'Гарантийный талон'], 'Вес, кг': ['18.3'], 'Производитель': ['Hexagone'], 'Страна производства': ['Франция'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/fafd57d2ef98793faa1903ebc967e52c/1/_/1_6_32.jpg', 'https://aquapolis.ru/media/catalog/product/cache/73d197328c82347f779964dbad72b453/2/_/2_4_24.jpg']"
https://aquapolis.ru/vodnyj-bajk-hexa-bike-resort-200.html,Водный байк Hexa Bike Resort 200,321591,21253,"Водный байк Hexa Bike Resort 200 - это отличный вариант для курортных отелей. Подходит для занятий аквафитнесом как профессиональными спортсменами, так и для реабилитации после различных травм. Эргономичный дизайн рамы с возможностью адаптации под разный рост пользователей.
Изготовлен из высококачественной нержавеющей стали 316L с антикоррозийной защитой в соответствии с международными стандартами. Педали из смолы и ЭВА для использования босиком. Подходит для использования в морской воде.  
Легко транспортируется благодаря 2 передним роликам. Надежность фиксации обеспечивают специальные силиконовые присоски. 
Габариты: 127х60.4х101 смМаксимальная нагрузка: 160 кгГлубина использования: 110-150 смМатериал рамы: нержавеющая сталь 316LМатериал педалей: ЭВА","{'Дополнительно': ['Адаптация под рост пользователя', 'Эргономичное сидение', 'Удобные и комфортные педали для занятий босиком', 'Габариты: 127х60.4х101 см', 'Глубина использования: 110-150 см', 'Максимальная нагрузка: 160 кг', 'Материал рамы: нержавеющая сталь 316L', 'Материал педалей: ЭВА', 'Передние транспортировочные колеса: 2 шт', 'Специальная платформа для эксплуатации на пляже', 'Подходит для использования в морской воде'], 'Длина, см': ['127'], 'Ширина, см': ['60.4'], 'Комплектация': ['Водный велосипед', 'Инструкция', 'Гарантийный талон'], 'Вес, кг': ['25.1'], 'Производитель': ['Hexagone'], 'Страна производства': ['Франция'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/fafd57d2ef98793faa1903ebc967e52c/1/_/1_6_33.jpg', 'https://aquapolis.ru/media/catalog/product/cache/73d197328c82347f779964dbad72b453/2/_/2_4_24_1.jpg']"
https://aquapolis.ru/vodnyj-bajk-hexa-bike-one-100.html,Водный байк Hexa Bike One 100,232332,21249,"Водный байк Hexa Bike One 100 - это отличный вариант для занятий аквафитнесом как профессиональными спортсменами, так и для реабилитации после различных травм.  Изготовлен из высококачественной нержавеющей стали AISI316L с антикоррозийной защитой в соответствии с международными стандартами. Педали из смолы и ЭВА для использования босиком. Эргономичный дизайн рамы с возможностью адаптации под разный рост пользователей. 
Легко транспортируется благодаря 2 передним роликам. Надежность фиксации обеспечивают специальные силиконовые присоски. 
Габариты: 62x14x89 смМаксимальная нагрузка: 120 кгГлубина использования: 110-150 смМатериал рамы: нержавеющая сталь AISI316LМатериал педалей: ЭВА","{'Дополнительно': ['Адаптация под рост пользователя', 'Удобные и комфортные педали для занятий босиком', 'Габариты: 62x14x89 см', 'Глубина использования: 110-150 см', 'Максимальная нагрузка: 120 кг', 'Материал рамы: нержавеющая сталь AISI316L', 'Материал педалей: ЭВА', 'Передние транспортировочные колеса: 2 шт', 'Силиконовые присоски для надежной фиксации к дну бассейна'], 'Длина, см': ['62'], 'Ширина, см': ['14'], 'Комплектация': ['Водный велосипед', 'Инструкция', 'Гарантийный талон'], 'Вес, кг': ['17.1'], 'Производитель': ['Hexagone'], 'Страна производства': ['Франция'], 'Гарантия': ['12 месяцев']}","['https://aquapolis.ru/media/catalog/product/cache/fafd57d2ef98793faa1903ebc967e52c/1/_/1_6_34.jpg', 'https://aquapolis.ru/media/catalog/product/cache/73d197328c82347f779964dbad72b453/2/_/2_4_24_1_1.jpg']"
